"gene"	"ASDc"	"IDG"	"hs"	"SCZ"	"FMRP"	"PSD"	"NP_exon_max_z"	"any_Brain_GO"	"TADAq"	"TADAi"	"UASD"	"varp"	"meanp"	"medp"	"minp"	"maxp"
"ATP6V1F"	0	0	0.09	0	0	0	1.46465505463584	0	0.787915922382223	0	0	0.00101311255718048	0.350621134077662	0.348006832405893	0.284769606180221	0.460246157195562
"ANKRD20A4"	0	0	0	0	0	0	2.07428001274046	0	0.939684604347175	0	0	0.00146570595164589	0.350619993979183	0.349796343763902	0.252827547915003	0.460246157195562
"TK2"	0	0	0.177	0	0	0	1.25193398958755	0	0.877911906479572	0	0	0.00104842975604879	0.350605786649442	0.349004288164717	0.282506162696251	0.460246157195562
"TADA2B"	0	0	0	0	0	0	2.07312353270265	0	0.938161741112963	0	0	0.00146527951492451	0.350602794272021	0.349779924599482	0.252822384511143	0.460246157195562
"FAM159B"	0	0	0	0	0	0	2.07268126035306	0	0.915018081383572	0	0	0.001465116531039	0.35059621673821	0.34977364557756	0.252820409890438	0.460246157195562
"DHRS7B"	0	0	0.173	0	0	0	1.25854847308164	0	0.753942551090043	0	0	0.00103957219641093	0.350595814308181	0.348903181512944	0.282850480126009	0.460246157195562
"LMBR1"	0	0	0.206	0	0	0	1.20689750884532	0	0.941714988070861	0	0	0.00113394811499104	0.350585065483778	0.349611056903828	0.273830875814059	0.460246157195562
"PELP1"	0	0	0.081	0	0	0	1.49675977916718	0	0.940729072579593	0	0	0.00103033346255533	0.350583907178459	0.347868072187039	0.282090170641718	0.460246157195562
"USP4"	0	0	0.162	0	0	0	1.2780593690237	0	0.903681000967635	0	0	0.00101851073887976	0.35058118276299	0.34837395120197	0.283772306013454	0.460246157195562
"RTKN"	0	0	0.145	0	0	0	1.312122342588	0	0.924555932626319	0	0	0.000995931183019796	0.350580329882345	0.347415355736324	0.28508427548892	0.460246157195562
"CEP55"	0	0	0.378	0	0	0	1.04660089704648	0	0.694690547752945	0	0	0.00229809935237311	0.350573714411039	0.358073505903515	0.191580661518177	0.460246157195562
"FMNL2"	0	0	0.326	1	0	1	2.08422341618252	0	0.936945116054332	0	0	0.0574177412429739	0.350573330812801	0.33754562610311	8.33234713356916e-20	0.962147163228992
"ACSM6"	0	0	0	0	0	0	2.07091717183788	0	1	0	0	0.00146446697886798	0.35056998177823	0.349748601340071	0.252812533836665	0.460246157195562
"ADAMTS14"	0	0	0.175	0	0	0	1.25428177839558	0	0.945876386702328	0	0	0.00104446986023067	0.35056193273822	0.348874990779575	0.282622682797355	0.460246157195562
"SELL"	0	0	0.198	0	0	0	1.21771711197753	0	0.893582320883129	0	0	0.00110746404694222	0.350555999285055	0.349553968568766	0.277711241277703	0.460246157195562
"BEST3"	0	0	0.129	0	0	0	1.34787264000401	0	0.816322766403826	0	0	0.000986610240756395	0.350551854263867	0.347073319647022	0.286094380499763	0.460246157195562
"LIN52"	0	0	0.501	0	0	0	0.980851299442018	0	0.909778554406038	0	0	0.00371766075225128	0.350544177368755	0.366323722809161	0.141596404579547	0.462324641061884
"CLEC10A"	0	0	0.052	0	0	0	1.62937507068082	0	0.94789377952294	0	0	0.00111747500693701	0.350536978816582	0.349212891403378	0.271450659098941	0.460246157195562
"MKNK1"	0	0	0.206	0	0	0	1.20540317268927	0	0.850684363967449	0	0	0.0011351535137536	0.350516119882871	0.349531095187879	0.273666474697722	0.460246157195562
"FAM227A"	0	0	0	0	0	0	2.06684244937387	0	1	0	0	0.00146296993499819	0.350509388710195	0.349690758930701	0.252794342210666	0.460246157195562
"PABPC1L"	0	0	0.129	0	0	0	1.34662124157588	0	0.946911676759986	0	0	0.000986993294315624	0.35050861189093	0.347023465882303	0.286039375022454	0.460246157195562
"DRAM1"	0	0	0	0	0	0	2.06587574924318	0	0.918096456893595	0	0	0.00146261544802466	0.350495014422093	0.349677037280454	0.252790026498516	0.460246157195562
"SUMO2"	0	0	0	0	0	0	2.06585720310735	0	0.90732592425893	0	0	0.00146260864973031	0.350494738655234	0.349676774034684	0.252789943702083	0.460246157195562
"AOAH"	0	0	0.071	0	0	0	1.53426441992542	0	0.927460545525174	0	0	0.00105463053185013	0.350487642860027	0.348016677107045	0.27837133774383	0.460246157195562
"TPRA1"	0	0	0	0	0	0	2.06527904468744	0	0.932813653279342	0	0	0.00146239676714678	0.350486141952724	0.349668567669827	0.252787362609792	0.460246157195562
"P4HB"	0	0	0.498	0	0	0	0.98152613703	0	0.936948128920829	0	0	0.00368037549691596	0.350485176583286	0.366131878343628	0.142582673460708	0.462213570734707
"SNRNP40"	0	0	0	0	0	0	2.06516297743856	0	0.717583893774752	0	0	0.00146235424218715	0.35048441615237	0.349666920232109	0.252786844448929	0.460246157195562
"ATPAF1"	0	0	0.167	0	0	0	1.26607446569271	0	0.874107964744896	0	0	0.00102902047524546	0.350469970754278	0.348402201720923	0.283192990149309	0.460246157195562
"RENBP"	0	0	0.074	0	0	0	1.52022572403607	0	0.935671751928532	0	0	0.00104682645238609	0.350455457303946	0.348059440746661	0.279462702890459	0.460246157195562
"MLH1"	0	0	0.726	0	0	0	0.898091523166429	0	0.395769271570529	0	0	0.00721031332949575	0.35044728546331	0.378867096021576	0.0738767430173475	0.554216971318012
"LGALS3BP"	0	0	0.431	0	0	0	1.01385273129552	0	0.527573570426374	0	0	0.00286173850084871	0.350437452112766	0.361348247975115	0.168622572587885	0.460336164942255
"C2orf72"	0	0	0	0	0	1	1.2802312052696	0	0.924969390912143	0	0	0.0272824472134674	0.350435841419729	0.331993448900628	3.24033849775104e-15	0.999999999998144
"NUCB2"	0	0	0.272	0	0	0	1.1272464843558	0	0.941808048908935	0	0	0.00145655479476721	0.350435363507324	0.351087515399797	0.240881423117044	0.460246157195562
"KLC4"	0	0	0.242	0	0	0	1.15835960403002	0	0.710467751497604	0	0	0.00129045560179649	0.35042184446605	0.349761545648703	0.255608161638191	0.460246157195562
"LOC402160"	0	0	0	0	0	0	2.06034707425649	0	1	0	0	0.00146059307726486	0.350412813534148	0.349598569369624	0.252765345355389	0.460246157195562
"GPKOW"	0	0	0.069	0	0	0	1.53941922611249	0	0.935923925692475	0	0	0.00106014807617819	0.350395236717789	0.348150589660998	0.277604623970234	0.460246157195562
"BUD13"	0	0	0.194	0	0	0	1.2200323032031	0	0.761540353686956	0	0	0.00109756777303653	0.350395040287048	0.349481774133991	0.279302722897953	0.460246157195562
"FYCO1"	0	0	0.067	0	0	0	1.54829373997492	0	0.946284132723203	0	0	0.00106587226529498	0.350393083115245	0.348185423546423	0.276870811217518	0.460246157195562
"RNMT"	0	0	0.33	0	0	0	1.07708792682732	0	0.929676158731449	0	0	0.0018729441042524	0.350393071673521	0.355427230065353	0.213009483482242	0.460246157195562
"CHRDL2"	0	0	0.277	0	0	0	1.1213084590771	0	0.942537389781645	0	0	0.00148913834593413	0.35037049089825	0.351299374517703	0.238282715286818	0.460246157195562
"OR8A1"	0	0	0.071	0	0	0	-3.58962189726218	1	0.926453402259312	0	0	0.00855692286397908	0.350360240762583	0.338102823942335	0.171666304209532	0.802815115702451
"DEFB133"	0	0	0.096	0	0	0	1.43452946623674	0	0.904373569404568	0	0	0.00100529975091351	0.350340110586232	0.347605015015867	0.286019120206694	0.460246157195562
"GOLGA7B"	0	0	0	0	0	1	1.28369594208876	0	0.919238370533603	0	0	0.027252044874162	0.350332407142191	0.332062303649301	3.19592244518273e-15	0.999999999998177
"RNF146"	0	0	0.052	0	0	0	1.62009747129327	0	0.178845601999812	0	0	0.00111673832602709	0.350325478097592	0.348921850866565	0.271378118679277	0.460246157195562
"COG5"	0	0	0.6	0	0	0	0.938464381709924	0	0.859747408029788	0	0	0.0051434510823327	0.350312337938773	0.372788135339435	0.108100077759668	0.49885370832652
"UVRAG"	0	0	0.162	0	0	0	1.27087128607847	0	0.937636391386411	0	0	0.00102215018794338	0.350296960054151	0.348103365634127	0.283370988785673	0.460246157195562
"HSD17B7"	0	0	0	0	0	0	2.05168137409273	0	0.925478299817763	0	0	0.00145744025418392	0.350283996429285	0.349475604950056	0.252726663094785	0.460246157195562
"ADAMTS4"	0	0	0.073	0	0	0	1.51782975992396	0	0.85949060093776	0	0	0.00104950111710806	0.350283575017435	0.347867155090657	0.279033771345486	0.460246157195562
"OTC"	0	0	0.182	0	0	0	1.23587255837166	0	0.926501902236137	0	0	0.0010655738049977	0.350275941293243	0.349048931131018	0.28155848153959	0.460246157195562
"PYGL"	0	0	0.202	0	0	0	1.2056660691279	0	0.669987106413403	0	0	0.00112550883372619	0.350271207241853	0.349233823753554	0.275061797683503	0.460246157195562
"NTMT1"	0	0	0	0	0	0	2.05036262138059	0	1	0	0	0.00145696228068237	0.350264395665919	0.349456895021425	0.252720776743003	0.460246157195562
"TGFBRAP1"	0	0	0.063	0	0	0	1.56108510651412	0	0.912182355651599	0	0	0.00107790388999044	0.350251338034734	0.348096484229064	0.275357838664155	0.460246157195562
"STK32C"	0	0	0.07	0	0	1	1.92147960657376	0	0.93394099368999	0	0	0.0239969685316141	0.350250802986799	0.356817214750407	3.17835490689488e-13	0.999999999991775
"CAV3"	0	0	0.355	0	0	0	1.05705643073344	0	0.934646744534759	0	0	0.00209220765678478	0.350250483887436	0.35645502108987	0.201147128236709	0.460246157195562
"HMGXB4"	0	0	0	0	0	0	2.04928469909508	0	0.899477049665799	0	0	0.00145657195267968	0.350248374925034	0.349441602464215	0.252715965423313	0.460246157195562
"LPL"	0	0	0.281	0	0	0	1.11537063290672	0	0.934291971837443	0	0	0.00151771456024544	0.350244961912155	0.351406602471233	0.236029037270749	0.460246157195562
"RABL2B"	0	0	0.081	0	0	0	1.48414193032954	0	0.922995281101665	0	0	0.00103105425471035	0.350240276707023	0.347564986533001	0.281966486484213	0.460246157195562
"SUPT20H"	0	0	0	0	0	0	2.04765371756978	0	1	0	0	0.00145598196785351	0.350224135192533	0.349418464587595	0.252708685632001	0.460246157195562
"RAB41"	0	0	0.049	0	0	0	1.63217446261614	0	0.936151891809885	0	0	0.00112834720434938	0.350221854128182	0.34904275337058	0.27025483362771	0.460246157195562
"KNTC1"	0	0	0.436	0	0	0	1.0083289434015	0	0.94914940861517	0	0	0.00292652673615023	0.350211817018771	0.361585420898526	0.166085037123108	0.460364990567326
"LAMA3"	0	0	0.087	0	0	0	1.460749204642	0	0.949144143901854	0	0	0.00101961179726992	0.350207176217753	0.347736862821992	0.283577265228515	0.460246157195562
"MASTL"	0	0	0.226	0	0	0	1.17282887718779	0	0.857500058295649	0	0	0.001220052516029	0.350206212574742	0.349106606447725	0.263010999248965	0.460246157195562
"C11orf80"	0	0	0.035	0	0	0	1.71871115151829	0	0.942404596589639	0	0	0.00119344825004651	0.350202975094204	0.349624436071886	0.265196519857441	0.460246157195562
"CISH"	0	0	0.452	0	0	0	1	0	0.899778872819126	0	0	0.0031142238631896	0.350201070722236	0.362548949779116	0.159621573818153	0.460802176996474
"TM2D1"	0	0	0.28	0	0	0	1.11549453942568	0	0.935531364854876	0	0	0.00151238705240308	0.350199432205688	0.351306859750597	0.236403885474444	0.460246157195562
"SLC35E2B"	0	0	0	0	0	0	2.04590913975595	0	0.930991999967934	0	0	0.00145535170712084	0.350198208403803	0.349393716473184	0.25270089896388	0.460246157195562
"IL4I1"	0	0	0.048	0	0	0	1.63648839741681	0	0.940360293483753	0	0	0.00113235065183622	0.350191279046827	0.349081218949192	0.269882262506608	0.460246157195562
"ERAP1"	0	0	0.09	0	0	0	1.44960737479785	0	0.945307175627645	0	0	0.00101463246239101	0.350190638979894	0.347636344301435	0.284333895149012	0.460246157195562
"C4orf32"	0	0	0.084	0	0	0	1.4705715524317	0	0.903967818737217	0	0	0.00102520641853732	0.350177131242287	0.347695334019064	0.282768557170013	0.460246157195562
"POGLUT1"	0	0	0	0	0	0	2.04343472564071	0	0.722757927688615	0	0	0.00145445922588621	0.350161437418773	0.349358617388851	0.252689855050429	0.460246157195562
"FRMD3"	0	0	0.139	0	0	0	1.31321192295462	0	0.943854547859963	0	0	0.000995404801492758	0.350145256242133	0.346612730877106	0.284926429470437	0.460246157195562
"CEP250"	0	0	0.12	0	0	0	1.35793860623286	0	0.948950989364884	0	0	0.000989604258992569	0.350128377209467	0.347679547731465	0.286069587810059	0.460246157195562
"MAP3K6"	0	0	0.12	0	0	0	1.35790877796201	0	0.948549204832096	0	0	0.000989612000712791	0.350127387913478	0.347678380919524	0.28606837570631	0.460246157195562
"RAET1G"	0	0	0.067	0	0	0	1.53745857767455	0	0.924448249653923	0	0	0.00106578744002077	0.350121270698018	0.347875233858307	0.276775094091873	0.460246157195562
"PDPN"	0	0	0.45	0	0	0	1	0	0.944330505195903	0	0	0.00309326253291625	0.35012000474273	0.362419298954288	0.160245594335675	0.460707940175734
"CHD1L"	0	0	0.147	0	0	0	1.29544874616766	0	0.940137724794849	0	0	0.00100307274773392	0.350117144331275	0.346783144939681	0.284312955732769	0.460246157195562
"CFHR4"	0	0	0.06	0	0	0	1.56985966015634	0	0.806768361546771	0	0	0.00108740099443475	0.350115290020243	0.347972459155956	0.274215547860229	0.460246157195562
"SLC25A16"	0	0	0.077	0	0	0	1.49494480185958	0	0.878030973058571	0	0	0.00104003796596231	0.350111320391394	0.347327933973269	0.280444423512953	0.460246157195562
"CDCP1"	0	0	0.094	0	0	0	1.43323936121092	0	0.903397940692468	0	0	0.00100899677100693	0.350108788563331	0.347387839689234	0.285272174268252	0.460246157195562
"GOLGA6L4"	0	0	0	0	0	0	2.0396637950258	0	1	0	0	0.00145310237392812	0.35010540444812	0.349305132643445	0.252673025082148	0.460246157195562
"C17orf64"	0	0	0.121	0	0	0	1.35463288084619	0	0.869729273645469	0	0	0.000989701700676893	0.350103825209376	0.347456258738029	0.285985960316293	0.460246157195562
"C20orf194"	0	0	0.384	0	0	0	1.03619554233084	0	0.494518892979941	0	0	0.00237221115851888	0.350098369639465	0.358054144393637	0.18784085381651	0.460246157195562
"BEND3"	0	0	0	0	0	0	2.03899672705568	0	0.92724556341832	0	0	0.00145286276023828	0.350095492971983	0.349295671979535	0.252670047981087	0.460246157195562
"PROSER1"	0	0	0	0	0	0	2.03835183652176	0	0.865207321537655	0	0	0.00145263122992083	0.350085911189395	0.349286526032176	0.252667169879222	0.460246157195562
"CLEC2L"	0	0	0	0	0	0	2.03826345845244	0	0.679063781911134	0	0	0.00145259950916307	0.350084598081594	0.349285272653594	0.2526667754557	0.460246157195562
"TAS2R30"	0	0	0	0	0	0	-6.26283112037753	1	0.849681032418218	0	0	0.0164606801444675	0.350084243388379	0.333678732668122	0.103641844541683	0.95226784049444
"PHKA1"	0	0	0	0	0	0	2.03775204686292	0	0.883230021828475	0	0	0.00145241599519618	0.350076999670159	0.349278019877222	0.252664493078921	0.460246157195562
"DDX18"	0	0	0.841	0	0	0	0.862692925650055	0	0.941927968033551	0	0	0.00930345298838632	0.350068945011385	0.382854423618388	0.0505192619560815	0.603080229555892
"FAM134C"	0	0	0.307	0	0	0	1.0898554160712	0	0.935441934648958	0	0	0.00170261236866619	0.350067074665503	0.352807443432961	0.223076420461938	0.460246157195562
"CCZ1B"	0	0	0	0	0	0	2.03675203185593	0	0.932607122052285	0	0	0.00145205736094365	0.350062142037855	0.349263838119476	0.252660030155297	0.460246157195562
"ADARB2"	0	0	0.175	0	0	0	1.24217873465087	0	0.943879783031921	0	0	0.00105164419188172	0.35005981677555	0.348373701922606	0.281891295988704	0.460246157195562
"C9"	0	0	0.12	0	0	0	1.35580503569305	0	0.946345067668827	0	0	0.000990158693671726	0.350057618338619	0.347596092364995	0.285982895649188	0.460246157195562
"LARP6"	0	0	0.139	0	0	0	1.31066924228358	0	0.933996971952218	0	0	0.00099634097149038	0.350053601695041	0.346508010171775	0.284805593309488	0.460246157195562
"GSTA5"	0	0	0.043	0	0	0	1.65899694939788	0	0.909693758941198	0	0	0.00115330665882241	0.350038979100715	0.349005308199737	0.268023280941315	0.460246157195562
"ITIH4"	0	0	0.254	0	0	0	1.13782413090293	0	0.948198979615165	0	0	0.00136167572318712	0.350027342197229	0.349686492112627	0.248719018380263	0.460246157195562
"MTMR11"	0	0	0.09	0	0	0	1.44384642278062	0	0.90516939278551	0	0	0.00101522917521284	0.350025901916736	0.347507015366041	0.284167191091992	0.460246157195562
"HOOK2"	0	0	0.087	0	0	0	1.45407550408117	0	0.946082454374836	0	0	0.00102020440959304	0.350019394156453	0.347588479537371	0.283389646185297	0.460246157195562
"LEFTY1"	0	0	0.444	0	0	0	1.00177280121488	0	0.933321688127563	0	0	0.00302600980115973	0.350019064216436	0.361899440774103	0.162432020482759	0.460493314182609
"CCDC38"	0	0	0.082	0	0	0	1.47214828268155	0	0.947304469063329	0	0	0.00102952217040948	0.350016103402809	0.347394701266017	0.282088791326489	0.460246157195562
"SEC23B"	0	0	0.09	0	0	0	1.44326656254389	0	0.945937739593836	0	0	0.00101528969030266	0.350009322896791	0.347493999197859	0.284150415002967	0.460246157195562
"GPR19"	0	0	0.296	0	0	0	1.09746449617245	0	0.9030153694895	0	0	0.00162565422662097	0.349974943890456	0.351771582161182	0.228118278386106	0.460246157195562
"ADCK5"	0	0	0.142	0	0	0	1.30175637823533	0	0.937600864819402	0	0	0.000999742865277852	0.349964630922663	0.346516253627826	0.284475532969589	0.460246157195562
"ARMC3"	0	0	0.139	0	0	0	1.30774561370043	0	0.946470363522303	0	0	0.00099742021017814	0.349948232322665	0.346392072639502	0.284666691431303	0.460246157195562
"LEMD1"	0	0	0.1	0	0	0	1.40831846054552	0	0.944357890148185	0	0	0.00100250096644549	0.349937997105742	0.347316534407324	0.286607408730669	0.460246157195562
"SMIM18"	0	0	0	0	0	0	2.0277767216561	0	1	0	0	0.00144885094619506	0.349928810736679	0.349136574048027	0.252619976968335	0.460246157195562
"SYNRG"	0	0	0	0	0	0	2.02732193739821	0	0.891510728025308	0	0	0.00144868906860961	0.349922055650459	0.349130126446288	0.252617947561636	0.460246157195562
"PDE11A"	0	0	0.189	0	0	0	1.21676059320864	0	0.678278717054688	0	0	0.00109026043751095	0.349921856140913	0.348957473912624	0.280356920601858	0.460246157195562
"USP25"	0	0	0.134	0	0	0	1.31798737982804	0	0.947689857248823	0	0	0.000994439217488638	0.349918349838855	0.346253149418642	0.284967943165772	0.460246157195562
"ANKRD33B"	0	0	0	0	0	0	2.02702678596072	0	0.933594171291241	0	0	0.00144858404193317	0.349917671698099	0.349125942051762	0.252616630498286	0.460246157195562
"BCAS2"	0	0	0.137	0	0	0	1.31086576928685	0	0.890472164863168	0	0	0.000996429618157343	0.349903189063197	0.346262972810697	0.284746008831024	0.460246157195562
"TMEM203"	0	0	0.125	0	0	0	1.33846635808036	0	0.921008339842248	0	0	0.000991553920312157	0.349895930971797	0.346625627558237	0.285502321714837	0.460246157195562
"USP36"	0	0	0.081	0	0	0	1.47133849619651	0	0.946808395947173	0	0	0.00103182401429614	0.349891779394259	0.347197835352247	0.28170638318915	0.460246157195562
"COL24A1"	0	0	0.133	0	0	0	1.31930682365161	0	0.756404216535394	0	0	0.000994234626110642	0.349884963980633	0.346302723322139	0.284990652684058	0.460246157195562
"DBF4"	0	0	0.289	0	0	0	1.10185725706845	0	0.933817271312018	0	0	0.00157978927432961	0.349879070503431	0.351267939375493	0.231258791982595	0.460246157195562
"PODN"	0	0	0.178	0	0	0	1.23274942849267	0	0.935105961263516	0	0	0.00106152461041673	0.349871984320524	0.348353648409964	0.281339341482997	0.460246157195562
"RPRD1B"	0	0	0	0	0	0	2.02355347882575	0	0.928199368517159	0	0	0.00144734991057966	0.349866084582902	0.3490767034751	0.252601131794392	0.460246157195562
"GMFG"	0	0	0.471	0	0	0	0.986537744313652	0	0.88462182075658	0	0	0.00335819588967497	0.349852327991482	0.363169050037095	0.151467126220549	0.461163387515749
"ZNF311"	0	0	0.066	0	0	0	1.5311085673787	0	0.701554558829588	0	0	0.00106858038265499	0.349850993790556	0.347585547224837	0.276314027691349	0.460246157195562
"MCCC1"	0	0	0.316	0	0	0	1.07886652195473	0	0.946267278072903	0	0	0.00177716775047575	0.349830801519581	0.353351146767095	0.218233762256118	0.460246157195562
"PLET1"	0	0	0	0	0	0	2.02058248864916	0	1	0	0	0.00144629690912063	0.349821962079636	0.349034590101795	0.252587875045085	0.460246157195562
"SYBU"	0	0	0	0	0	0	2.02013654255265	0	0.88585803004357	0	0	0.00144613906407684	0.349815339601398	0.349028269213522	0.252585885244671	0.460246157195562
"SURF6"	0	0	0.122	0	0	0	1.34334853785438	0	0.921664727283771	0	0	0.000992032412095774	0.349811320075141	0.34691568634551	0.285570036199505	0.460246157195562
"RECQL5"	0	0	0.128	0	0	0	1.32824832978788	0	0.946571633652403	0	0	0.000993099013976024	0.349792891311142	0.346275194702323	0.285191627814462	0.460246157195562
"LIG1"	0	0	0.981	0	0	0	0.82626649661914	0	0.917579921473356	0	0	0.0119971504478879	0.349785158479574	0.391713712453253	0.0312338934110092	0.659555123063901
"SUCO"	0	0	0	0	0	0	2.01805204375198	0	1	0	0	0.00144540197344422	0.349784385054818	0.348998724464224	0.252576584400384	0.460246157195562
"DPY19L3"	0	0	0.086	0	0	0	1.44921830126197	0	0.580130101356216	0	0	0.00102268160804119	0.349783906162938	0.347399699687339	0.28289718546093	0.460246157195562
"GTF2A2"	0	0	0.281	0	0	0	1.10704721480576	0	0.879072311265262	0	0	0.00152940372353817	0.349769716970053	0.350955832545524	0.234868515464701	0.460246157195562
"NFS1"	0	0	0.102	0	0	0	1.39659025468677	0	0.803228871926629	0	0	0.0010014264804278	0.349767040849622	0.347197469426441	0.286449303990933	0.460246157195562
"ZGRF1"	0	0	0	0	0	0	2.01667706957143	0	1	0	0	0.00144491643212141	0.34976396784866	0.348977083163892	0.25257044951461	0.460246157195562
"IBSP"	0	0	0.167	0	0	0	1.24825111015415	0	0.927782502436313	0	0	0.00103868340623903	0.349752201967412	0.34763690391043	0.282167158516619	0.460246157195562
"VAPB"	0	0	0.534	1	0	1	1.28219716135822	0	0.892224684995046	0	0	0.060766912779078	0.349743043143786	0.346151462786017	2.20397843564697e-20	0.999999983773769
"ABI2"	0	0	0.421	1	0	1	1.62642003392673	0	0.40856884313512	0	0	0.0562096873933456	0.349731747038027	0.340422978320627	1.70774936554952e-20	0.997173632806618
"SEMA4B"	0	0	0.114	0	0	0	1.36128105970868	0	0.946352491615723	0	0	0.000994048798062139	0.3497231612477	0.347290542613703	0.285886553332493	0.460246157195562
"LRRC72"	0	0	0	0	0	0	2.01384582049652	0	1	0	0	0.00144391828543267	0.349721928665105	0.348926727029214	0.252557817304734	0.460246157195562
"AFP"	0	0	0.483	0	0	0	0.979403936280953	0	0.420077249692312	0	0	0.00351427068955346	0.349718367632674	0.364434327967653	0.146632703734503	0.461434201744748
"HARS2"	0	0	0	0	0	1	1.30467727913164	0	0.945612822684114	0	0	0.0270692635015532	0.349702882755386	0.3322586351265	2.93966326835904e-15	0.999999999998364
"PINLYP"	0	0	0	0	0	0	2.01228884141	0	1	0	0	0.001443370321937	0.349698811622027	0.348899036350901	0.252550870695189	0.460246157195562
"TMPRSS13"	0	0	0.084	0	0	0	1.45286370248209	0	0.894179214453259	0	0	0.00102654790493376	0.349687126871297	0.347175757919721	0.282285473049951	0.460246157195562
"ANKRD24"	0	0	0.078	0	0	1	2.23499659937199	0	0.913831778900168	0	0	0.0268552675164938	0.349681009818235	0.365709060778867	2.16470782483635e-13	0.999999999997289
"PARP12"	0	0	0.123	0	0	0	1.33690538597393	0	0.851940162493535	0	0	0.000993176152618046	0.349678178338493	0.34658059451465	0.285347902641397	0.460246157195562
"CPA5"	0	0	0.156	0	0	0	1.26618115011643	0	0.831121754745378	0	0	0.0010201377245693	0.349677273752094	0.347133545812645	0.283001560529641	0.460246157195562
"MYLK3"	0	0	0.085	0	0	0	1.44860663622109	0	0.929577445048815	0	0	0.00102479587595714	0.34966807403991	0.347221528372259	0.282524655087034	0.460246157195562
"FAM214A"	0	0	0	0	0	0	2.00856043843294	0	0.941143509375939	0	0	0.00144206086884309	0.349643458747021	0.348832731492036	0.252534236586652	0.460246157195562
"ETHE1"	0	0	0.074	0	0	0	1.48911657026704	0	0.712846397587049	0	0	0.00104766364121946	0.349642001422971	0.347008096302254	0.279172959075984	0.460246157195562
"NEK5"	0	0	0.077	0	0	0	1.47710897739737	0	0.900222328296057	0	0	0.00104079880103716	0.349636890714681	0.346787588756742	0.280274624159704	0.460246157195562
"LGALS7B"	0	0	0	0	0	0	2.00675181209437	0	0.944054980614956	0	0	0.00144142704370839	0.34961660947753	0.348800569592075	0.252526167739824	0.460246157195562
"IL10RB"	0	0	0.071	0	0	0	1.50008415226338	0	0.941810690731095	0	0	0.0010550670510997	0.349609560552895	0.347078745970721	0.278060059453821	0.460246157195562
"CELF4"	0	0	0	0	0	0	2.0062434553548	0	0.93970055211712	0	0	0.00144124905494398	0.349609063107523	0.348791529996196	0.252523899832412	0.460246157195562
"KHDC1"	0	0	0.077	0	0	0	1.47543813981583	0	0.843436791436721	0	0	0.00104087383517708	0.349592464693974	0.346733397560665	0.28025872078608	0.460246157195562
"AMPD3"	0	0	0.127	0	0	0	1.32474253402572	0	0.945600578500632	0	0	0.00099461095385386	0.349591824009206	0.346163456114054	0.284999542562206	0.460246157195562
"IFNA4"	0	0	0.052	0	0	0	1.58688173005806	0	0.914317683903709	0	0	0.00111425542068488	0.349568831958588	0.347807161382168	0.271118508608827	0.460246157195562
"ZNF275"	0	0	0.141	0	0	0	1.29218205275427	0	0.931977851861258	0	0	0.00100335658051039	0.349539406054082	0.346124942357431	0.283983034303978	0.460246157195562
"NBR1"	0	0	0	0	0	0	2.0013816359981	0	0.920235150966168	0	0	0.00143955041083205	0.349536896614287	0.348705082889344	0.252502210713429	0.460246157195562
"ST6GALNAC4"	0	0	0.123	0	0	0	1.33231764284437	0	0.943534079074667	0	0	0.000994465278311617	0.349524059535384	0.346431584086646	0.285156726978786	0.460246157195562
"SUN1"	0	0	0	0	0	0	2.00048081225455	0	0.947478499323935	0	0	0.00143923639342279	0.349523526304314	0.348689066649196	0.252498192173591	0.460246157195562
"PODXL2"	0	0	0.085	0	0	0	1.44338208516574	0	0.934032973714263	0	0	0.00102523217758534	0.349522781045043	0.347027148527865	0.282380798535751	0.460246157195562
"ZNF34"	0	0	0.132	0	0	0	1.3111012191757	0	0.869709534109095	0	0	0.000997226226568923	0.349518178856321	0.34599948835403	0.28458432193695	0.460246157195562
"LIPG"	0	0	0.147	0	0	0	1.2788839599987	0	0.937260913342246	0	0	0.00101001487321769	0.349500299943	0.34623668182244	0.283478711278844	0.460246157195562
"STARD10"	0	0	0.194	0	0	0	1.19981171895158	0	0.38091247213099	0	0	0.00111228363973429	0.349499217607345	0.348422780805343	0.277199276562189	0.460246157195562
"RUFY4"	0	0	0.029	0	0	0	1.72509651316732	0	0.85395597767482	0	0	0.00121999261938405	0.349491199910402	0.348805355968489	0.262809919753181	0.460246157195562
"KRBOX4"	0	0	0	0	0	0	1.9982550676071	0	1	0	0	0.00143846148306614	0.349490492551271	0.348656064086482	0.252488263394501	0.460246157195562
"C18orf8"	0	0	0.076	0	0	0	1.47535078123453	0	0.939093904348579	0	0	0.00104326267965985	0.34948751947331	0.346689978599895	0.279853170659994	0.460246157195562
"KPNA7"	0	0	0	0	0	0	1.99751047975917	0	0.934439779073313	0	0	0.00143820255411479	0.349479442090144	0.348648065274949	0.252484941935409	0.460246157195562
"FAM178A"	0	0	0	0	0	0	1.99676988718988	0	0.813135664417122	0	0	0.00143794516623693	0.349468451152506	0.348640109551932	0.252481638327167	0.460246157195562
"RNF185"	0	0	0.29	0	0	0	1.09390379934292	0	0.918619939035254	0	0	0.0015971030037687	0.349465696560578	0.350757247375061	0.229770004458654	0.460246157195562
